comment_post_id	comment_time	user_id	to_user_id	to_user_name	comment_content	question_post_id
post_8368515	Sep 27, 2012	526144	3234038	Ami0192837465	Hi,How are you? Clinical diagnostic criteria for all forms of Ehlers-Danlos Syndrome (EDS) were proposed by Beighton et al.    Hypermobility Type is based entirely on clinical evaluation and family history. While this is the most common form it is most often inherited in an autosomal dominant pattern. If there is no family history, it is important that you have your sister checked by a doctor for proper evaluation. Additional tests may need to be done.Take care and do keep us posted.	post_8290503
post_8368482	Sep 27, 2012	526144	3245321	Melissa_Miller86	Hi Melissa,How is your son? What other symptoms are present? It is good that he is already seeing a neurologist and therapist. However, to determine the cause, the genetic testing result would be very helpful. Congenital absence of muscles is sometimes associated with other deformities. According to literature, absence of a muscle which come in pairs such as the pectoralis major, will not cause any disability, as other muscles enlarge and take on its functions.    However, presence of other condition as you mentioned may suggest other issues. Do keep us posted for any updates. Take care and best regards.	post_8303621
post_8368453	Sep 27, 2012	526144	3238437	tenzin74	Hi,How are you? What other symptoms are present?    A varicocele is a widening of the veins along the spermatic cord. If you have the same symptoms as before, it is best that you have this checked by your doctor for proper evaluation. Also, this is to rule out possible kidney tumor, which can block blood flow to a vein especially if the appearance is sudden in elderly men. Imaging studies may need to be done.    Take care and do keep us posted.	post_8295536
post_8368012	Sep 27, 2012	526144	3325391	CECILreed	Hi,How are you? How was your cataract surgery?    As mentioned from the other post, prior to substituting medicines it is best that you check with your doctor first especially if you have scheduled surgery. Take care always.	post_8312768
post_8367276	Sep 27, 2012	526144	3325391	CECILreed	Hi Floyd,How are you? Vigamox    can be substituted with its generic moxifloxacin hydrochloride while prednisolone has different brands to choose from. If you are referring to another group of drug as substitute, it is best that you discuss this first with your attending physician for proper management. There are many factors to consider such as your condition, your medical history, and indication for these medicines (cataract surgery). Take care and regards.	post_8313017
post_8367256	Sep 27, 2012	526144	None	None	Hi,How are you? As mentioned from the other post, direct clinical examination is important to determine the underlying cause. The spots could be due to a variety of conditions such as infection, allergy. irritation or skin issues that needs to be ruled out by a doctor. Have this checked by your doctor for proper diagnosis. Take care and regards.	post_8315076
post_8367242	Sep 27, 2012	526144	3373039	ROBERT003	Hi,How are you? Can you elaborate on the spots present- color, size, distribution? What other symptoms are present? The spots could be due to a variety of issues such as irritation, allergic reaction, infection such as tinea, or skin conditions such as dermatitis or eczema. Treatment usually depends on the diagnosis. It is best that you have this checked by your doctor for proper evaluation. Direct clinical examination and your medical history are important considerations. Take care and do keep us posted.	post_8315084
post_8367247	Sep 27, 2012	526144	3373039	ROBERT003	Hi,How are you? As mentioned from the other post, direct clinical examination is important to determine the underlying cause. The spots could be due to a variety of conditions such as infection, allergy. irritation or skin issues that needs to be ruled out by a doctor. Have this checked by your doctor for proper diagnosis. Take care and regards.	post_8315084
post_8367221	Sep 27, 2012	526144	3429964	sudhakar68	Hi,How are you? Can you elaborate on the bubble in your scrotum- its specific location or how long it has been there?    What other symptoms are present? This could be due to a variety of things such as nodules, cyst, tumor or skin issues like infection, irritation or allergic reaction. It is best that you have this checked by your doctor for proper evaluation. Direct clinical examination and your complete medical history are important. Take care and do keep us posted.	post_8318745
post_8719909	Jan 11, 2013	585414	346125	JenniferTaylor728	Some of the more minor concerns you are describing may be temporary side effects of the medications.    For example some of the medications you are taking can cause temporary movement disorders (especially if they vary during the day), ECT over can as you stated over time cause memory loss. The more severe and marked changes you are describing are most likely related to the findings they have from the MRI but only a neurologist would understand the clinical specifics. It would be essential to see a neurologist on a regular basis so they could keep track of what is happening and follow up with it and treat it. You could ask a neurologist or other doctor what the results of the MRI might indicate.	post_8719051
post_8775379	Jan 24, 2013	1530171	346125	JenniferTaylor728	Hi Jennifer.I just send you a message.There are 3 major interactions between your meds and at least 3 moderate.The 3 major interactions, mean that the risks associated with the intakeof those drugs exceed the benefit from taking those drugs!!!If you must take all them and there are no other better options, then you may need to be monitored by a Toxicologist, while on those drugs.Please post again or pm me and let me know what you think.Cheers!Niko	post_8719051
post_8780076	Jan 25, 2013	1530171	346125	JenniferTaylor728	Hi Jennifer.There are no easy fixes but I'll put a star on the suggestions you can implementfast!*One thing I would recommend is switch from synthetic synthroid to Armour dessicated natural thyroid supplement, as it may work better.Taken from a previous post:*Extra Virgin Coconut OilYou may have -Impaired Glucose uptake in the brain.Simultaneous EEG and [(18)F]FDG-PET testing is required to verify.Coconut oil -virgin and organic- is an excellent substitute. 2T dailyand build up to 4 in 4 weeks.I would try it anyway, in place of other oils -specially cooking oils as they are pro-inflammatory!    coconut oil is NOT!Visit the coconut research center website for details.*HypoglycemiaSelf test with a glucometer from any pharmacy. test frequently to establishpatterns according to food and drink intake.To correct this- if not already diabetic- just follow a pre-diabetic or diabetic diet.-* Candida (yeast overgrowth)Do a self test -only indicative,NOT diagnostic!). Search for saliva candida test on YouTube. Then if positive, go for further testing or just do the anti-candida diet. (again Coconut oil is recommended as the top Anti-fungal agent. Works BETTER than prescribed meds!)-* Food intolerances , sensitivities and allergies.Do Dr. Coca's Pulse test. free download or visit a NAET or "Allergy Antidotes" Doctor or Practitioner. (holistic allergy elimination)-EMF Pollution.Get an EMF detector and avoid exposure.- Neuro-transmitter deficiencies.Did you get tested for these? This could be a challenge.Acetylcholine, epinephrine, norepinephrine (NE), serotonin (5-HT), dopamine, melatonin, both D- and L-aspartic acid, L-glutamic acid, glycine, gamma-amino butyric acid (GABA), adenosine and ATP plus other nutrients including minerals play an important role in brain health.Correcting the deficiencies by proper nutrition and dietary supplements.- *Heavy metals toxicity.Comprehensive Detoxification every few months.Go to Jon Barron's website for a good tutorial in simple language,regarding detox.-Digestive, G/I and elimination issues.All these systems along with organs like kidney, liver and bowel may produce toxicity when their functions are impaired, leading to brain issues.Poor diet, inadequate hydration, stress, toxicity,constipation, allergies, yeast overgrowth,will affect all these systems and consequently the brain.Look into the SCD program for that. It's a challenge though for many to stick withthis program as it is strict!!* Meditation is a great way to distress and empty the mind!it might work wonders for memory.Just get a good CD with binaural sounds, or go to YouTube for    meditation video clips. I like Sonia Choquette a lot and she has many YouTube videos.Hope this helps and please post again anytime!Cheers!Niko	post_8719051
post_8768023	Jan 22, 2013	None	675718	drifter0213	The recovery process for a TBI and schizophrenia is different and its also clinically complex when they overlap. You can speak to your psychiatrist about that as they would be the best one to advise you as to appropriate follow up and treatment. In the meantime you could also contact agencies such as the national brain injury foundation who could give you some information about supports and services and accommodations that might be of help. Think what areas you might need assistance with    the most or have concerns about.Also some pragmatic suggestions would be to use reminder devices such as times to take mediciations and every day tasks you need to follow up on. Keep thingsyou might need to access easiily such as keys in a readily and easily identifiable place. Also have a daily note book where you can write down any information about things you need to take care or follow up on that you might otherwise forget.	post_8764925
post_8774241	Jan 24, 2013	1530171	675718	drifter0213	Hey drifter0213.I'm sorry you're going though all this.In an ideal world you would have a great holistic doctor, trained in holistic psychiatry and using nutritional psychiatry, energy psychotherapy and    natuopathic approaches ,looking at the entire picture, which includes gastro-intestinal, digestive,endocrine, cognitive, neurological, deficiencies, undelying infections, prior trauma etc..I hope you have support at home and also access services from various agencies    as ILADVOCATE suggested, to ensure your    safety, well-beingand manage your day to day affairs better.Cheers!Niko	post_8764925
post_8777225	Jan 25, 2013	675718	None	None	thank you for your responses i went to the web-page i will sign in when i get back home	post_8764925
post_8303219	Sep 05, 2012	None	3239434	Pkumarkv	Hi    Pkumarkv.If you look up "cerebral cortex" you will find out that it'a a layer of neural tissue,about 2-4 mm thick surrounding    the brain and related to memory, language,attention, thought, and other functions. Depending where the damage is, as there are up to 6 different layers, each with its own makeup of neuronsand connections, some of these functions will be impaired.The non-specificity of location of the atrophy from your MRI results-diffuse meaning generalized- only allows for speculation that your memory issues are connected to this.As far as septum pellucidum deviation-go to gray720.png for a Gray's Anatomy image- there seems to be no specific function associated with thispart of the brain other than blood transfer. So any narrowing of the space may have some constricting effects perhaps contributing to some of your issues.As I mentioned in my other post the newer SPECT testing shows blood flowin motion, for more accurate brain diagnostic work.The Memanine hcl is a drug prescribed for mlid Alzheimer's Disease,however, there's very little evidence that    it's effective!The alpha glycerylphosphorylcholine piracetam    is a nutraceutical supplement that theoretically enhances over time brain function.Please read my replies in this forum and also in the Alzheimer's Communityfor more information.Take care.Niko	post_8296587
post_8303912	Sep 05, 2012	3239434	1530171	Nikodicreta	Thanks a lot for sending a detailed reply	post_8296587
post_8755583	Jan 19, 2013	4744609	None	None	I found out at the age of 45 that I have slight cortical atrophy, I was not given any meds for this although I have had problems with my memory. for instance I tend to forget when I    am cooking and leave the stove on. another is that I will go into a room to get something and forget what I went there for, a third example is that when I went into college it took me 3 times longer to retain information. When the doctor explained what cortical atrophy she told me that I was 45 and my brain was 20 years advanced for my age. I am trying different things to help improve this such as diet, giving up smoking , exercise, and trying to work my brain by doing cross word puzzles and sudoku. Is there anyhting else you can suggest?Thank you.	post_8296587
post_8485377	Nov 04, 2012	1050827	None	None	When I'm stressed or depressed, I'll forget words or mix them up.    My sentences will be a bit jumbled.    It won't be every second of being stressed or depressed, but it does happen.    Just because someone doesn't "act stressed" doesn't mean the person isn't stressed, by the way.    So many people have a view of either, "I need to suck it up and deal with it," or that it's a weakness to display it or even that it helps them to just not deal with it that they hide it to appear normal and not stress other people out with concern for them.	post_8484528
post_8486264	Nov 04, 2012	1530171	None	PaulMUK, thatquitegirl	Hi!thequitegirl. You managed to say what I replied (almost) to Paul at the Alzheimer's Community, in half the words and in a straight simple fashion.Keep it up girl! You possess something special. Really!Paul. I'm glad you posted here also.Taking care of the Inside of us, pays Huge dividends Inside and Outside of us!Suggest to your girlfriend to do Meditation or to invest a few dollars and a little time in Hypnotherapy for:1. De-stressing2. Abundance (in anything)3. Inner Balance.4. Anything elseDeepak Chopra has a free 21 day meditation program starting tomorrow,on abundance. Just go to his website. Must sign up tonight, I believe.Cheers!Niko	post_8484528
post_8487842	Nov 05, 2012	4008572	None	None	If your doctor can help you might want to think about her going to a therapist or a psychologist, stress can manifest it's self in odd ways and that might be what's happening.Good luck.	post_8484528
post_8489199	Nov 05, 2012	4259889	None	None	Thank you all for your replies. I really appreciate you taking the time.We are still waiting for the blood test results and then we will take it from there.The brain is obviously a very complex thing. I am myself becoming anxious about what could be wrong with her.90% of the time things are fine, its just now and again she says something that doesn't quite make sense.Again, thank you.Paul	post_8484528
post_8494556	Nov 07, 2012	4259889	None	None	Her blood tests have come back normal. We have booked another appointment to ask for a CT Scan (this was recommended by a GP friend)Generally she seems well. Still confusing things occasionally but that is it. She is more than able to carry on with work and other day to day activities.We will continue to look into this...	post_8484528
post_8709752	Jan 08, 2013	4640413	None	PaulMuk	Hi Paul, it must be disturbing seeing your girl go through this.    I don't have the answer to your question but if you know there is somebody out there with the same problem, it could make you fill better, well, I occasionally forget the little things even those that I have been told _short term memory loss " well I changed my diet, I do more sports    and reduced my stress so it's better than it was. before . I used to freak out alot when I couldn't remember something that occurred a few minutes ago or what I had been sent for! Well I am alot better.    I guess the reducing stress, struggling to pay utmost attention to my surroundings, exercising& going vegetarian has helped me alot. Otherwise, I wish you the best	post_8484528
post_8607058	Dec 10, 2012	4476809	None	None	Oh all of my tests came out normal I also forget to mention its hard to breathe after any physical exertion but my chest X-ray    and MRI were fine	post_8607046
post_8695861	Jan 05, 2013	1530171	4476809	Em53	Hey Em53.I suspect an underlying infectious condition, low grade, hiding in your tissues,not showing of couse in any standard tests.It has progressed to a systemic condition over time and it has most likely affected your nervous system presently.I'm not surprised with your breathing difficulty.I will elaborate more on this nin my next post, but for now i'm including some info, pertaining to breathing rates and chronic disease.(I'm still at work)Minute ventilation rates (chronic diseases)Condition                Minute                                Number of    Sourceventilation                            peopleNormal breathing 6 L/min -                                 Medical textbooksHealthy Subjects 6-7 L/min >400 Results of 14 studiesHeart disease 15 ( 4) L/min 22 ------ Dimopoulou et al, 2001Heart disease 16 ( 2) L/min 1                         Johnson et al, 2000Heart disease 12 ( 3) L/min 132                 Fanfulla et al, 1998Heart disease 15 ( 4) L/min 55                  Clark et al, 1997Heart disease 13 ( 4) L/min 15                  Banning et al, 1995Heart disease 15 ( 4) L/min 88                  Clark et al, 1995Heart disease  14 ( 2) L/min 30                 Buller et al, 1990Heart disease 16 ( 6) L/min 20                  Elborn et al, 1990Pulm hypertension 12 ( 2) L/min 11                     D'Alonzo et al, 1987Cancer                                 12 ( 2) L/min     40                      Travers et al, 2008Diabetes             12-17 L/min  26                                 Bottini et al, 2003Diabetes                 15 ( 2) L/min 45                                 Tantucci et al, 2001Diabetes                 12 ( 2) L/min 8                                  Mancini et al, 1999Diabetes              10-20 L/min 28                                 Tantucci et al, 1997Diabetes             13 ( 2) L/min 20                                  Tantucci et al, 1996Asthma                                 13 ( 2) L/min 16                                                 Chalupa et al, 2004Asthma                              15 L/min 8                                              Johnson et al, 1995Asthma                              14 ( 6) L/min 39                                                 Bowler et al, 1998Asthma                             13 ( 4) L/min 17                                     Kassabian et al, 1982Asthma                             12 L/min 101                                                  McFadden & Lyons, 1968COPD                             14 ( 2) L/min 12                                  Palange et al, 2001COPD                              12 ( 2) L/min 10                                      Sinderby et al, 2001COPD                              14 L/min 3                                                     Stulbarg et al, 2001Sleep apnea                  15 ( 3) L/min 20                                  Radwan et al, 2001Liver cirrhosis 11-18 L/min 24                                     Epstein et al, 1998Hyperthyroidism 15 ( 1) L/min 42                                         Kahaly, 1998Cystic fibrosis 15 L/min 15                                                     Fauroux et al, 2006Cystic fibrosis 10 L/min 11                                             Browning et al, 1990Cystic fibrosis* 10 L/min 10                                                      Ward et al, 1999CF and diabetes* 10 L/min 7                                                         Ward et al, 1999Cystic fibrosis 16 L/min 7                                                             Dodd et al, 2006Cystic fibrosis 18 L/min 9                                                  McKone et al, 2005Cystic fibrosis* 13 ( 2) L/min 10                                          Bell et al, 1996Cystic fibrosis 11-14 L/min 6                                          Tepper et al, 1983Epilepsy                              13 L/min 12                                                          Esquivel et al, 1991CHV                                 13 ( 2) L/min 134                                                 Han et al, 1997Panic disorder 12 ( 5) L/min 12                                          Pain et al, 1991Bipolar disorder 11 ( 2) L/min 16                                             MacKinnon et al, 2007Dystrophia myotonica 16 ( 4) L/min 12                          Clague et al, 1994Cheers!Niko	post_8607046
post_8640044	Dec 19, 2012	1530171	4523805	cookie61940	Hey cookie.Welcome to the forum.While the lacunar infraction ( an ischemic type of stroke) prognosis isfairly good in the early stages of the condition, as the years go by,the risk of cardiovascular disease, recurrent stroke, dementia and cognitive decline    increases significantly.You must discuss with your treating physician , risk factor modification,prevention and treatment options.You also need to address the memory and balance issues, as it is not safefor you in your house-from your account of events- specially if you're living alone.An assessment by an occupational therapist may be in order.Please do take this into serious consideration, for your safety and well-being.You may post here again or PM me, should you have any questions.Wish you well.Niko	post_8635256
post_8531040	Nov 19, 2012	1530171	4205995	riicky92	Hey riicky92.It sounds like a combination of things.Prolonged stress and anxiety are enough to cause memory issues and mental fog.Also look into deficiencies. A complete nutritional panel, tissue mineral analysis and neurotransmitters.How is your blood pressure? Any injuries or traumas?Do you use recreational drugs? Alcohol?Do you know if you have any allergies?You can do Dr. Coca's Pulse test for allergies and sensitivities. Free download for self-test.Have you been tested for Candida fungal infection? You can do a YouTube search for "Saliva test for candida". Very easy and fast.Look into Hypnotherapy for stress and anxiety reduction.Cheers!Niko	post_8530384
post_8595899	Dec 07, 2012	4458499	None	ricky92	ricky    92 I have debilitating headaches I had a MRI and it showed I had ARNOLD CHIARI. That is where your brain is to big for your skull,so it grows down and forms like a tonsil into where your spinal cord and nerves go down your back. Your brain actually grows out of the skull.I have been on vicodon for 3 years now but my Dr. doesn't want me to have the surgery yet although my tonsil is 10 cinameters, I think that's what they call it long. The only way they can find is with a MRI    They also call this BRAIN TONSILS. It might be in your best interest to ask your Dr. about it. Also maybe you should change Dr.s Just thought you might want to know this.     dusty637	post_8530384
post_8567529	Nov 29, 2012	4414917	None	None	dose it affect your eyes/vission any? alergic(allergic)to a pet or anything like that? and i would keep a headache diary right down when you have it what your doing when it comes a long how your feeling how long it lasts what pain killers you took did it help rate it 1-10 just to see if there is any type of pattern then see what your doc has to say. just my suggestion headaches and be hard to diagnose they can mean multipul things...	post_8567357
post_8569237	Nov 30, 2012	1701959	None	None	I agree they can be hard to diagnosis. It could be hormones, medications, stress, tension, needing glasses, posture, pillow you are sleeping on etc.... SOOOO many things so I agree with keeping a journal. You maybe able to find the trigger.	post_8567357
post_8571855	Nov 30, 2012	1530171	4410322	CiCi0612	Hi CiCi0612.Welcome to the forum.Unfortunately, there are hundreds of different types of headaches.If you need a complete classification of headache disorders, I cangive you a link, to the source, which is free to download or to reproduce for scientific or clinical use by individuals or institutions-not permitted for commercial use!This particular edition is perhaps one of the mostimportant documents to read, for doctors taking an interestin the diagnosis and management of headache patients!!!Invaluable to my opinion, as it bridges the gap between researchand clinical practice, very effectively.Just send me a message, but be for-warned as it consists of 230 pagesof information. You don't need to memorize anything extensive and is rather intended for you to refer to it on an ongoing basis, until it helps you get a better understanding of your own condition.Cheers!Niko	post_8567357
post_8572060	Dec 01, 2012	4410322	1701959	dolphin8808	thanks	post_8567357
post_8572065	Dec 01, 2012	4410322	1701959	dolphin8808	thanks	post_8567357
post_8572069	Dec 01, 2012	4410322	1530171	Nikodicreta	thanks	post_8567357
post_8515335	Nov 13, 2012	1050827	None	None	There is such a thing as a TIA (transient ischemic attack), which resembles a stroke in how it works but reverses itself within about 24 hours if I remember correctly on the time frame.    However, please note that one of the hallmarks of a stroke or stroke-like event is the inability to speak in coherent sentences, can't stick out the tongue, facial weakness on one side, etc.    You mention there was no sign of the last two and I don't see anything that would indicate he had issues with speech, just with memory.    My instinct is this is something else.However, without having taken him to a doctor during this time as you probably should have since it was odd behavior and could have been something serious, there's no way to know for sure without those test results.I would have him go in for a full physical (and push for an early date with mention of what happened) and make sure he reports this incident so a doctor's professional insight can be added to this situation.	post_8514094
post_8531008	Nov 18, 2012	1530171	4325540	lah731	Hey lah731.Welcome to the forum.For starters, to my opinion this should be investigated thoroughly and ASAP!An MRI or CT scan or even better a SPECT scanwhich is a more dynamic imaging procedure that measuresblood flow, may help get some answers.Possible underlying causes would be TIA -as pointed out by thatquietgirl-Low grade(2 or 3) Brain Aneurysm or PTSD.Alcohol consumption, smoking, stress, anxiety, copper deficiency, atherosclerosis, high blood pressure are some of the possible contributing factors. Addressing    the ones present - it is rather easy to verify this - would be of great preventive value, for the time being until a firm diagnosisis given and also for the long term, regardless of the treatment offered.In regards to PTSD, Energy Psychotherapy is by far    the most effectiveand efficient Therapy for PTSD.END OF PART 1	post_8514094
post_8531010	Nov 18, 2012	1530171	4325540	lah731	PART 2A study conducted in 2009 by Diepold and Goldstein,    determined that energy therapy shows promise as a treatment for PTSD:"This study examined a group of veterans with PTSD and their family members, and after five days of daily treatment with energy therapy, the group no longer scored positive on standard military measures of PTSD. A one-year follow-up found that the group had maintained their gains. In addition, energy therapy treatment resulted in significant improvements in other co-occurring measures of psychological distress, including anxiety and hostility. The breadth and severity of psychological problems also decreased significantly, with gains maintained at follow-up."The study concluded that although the 5-day intensive treatment delivery protocol used in this study involves a considerable commitment of resources, the alternatives are more costly. The medical and economic costs to society of PTSD sufferers, who would otherwise face many additional years of impaired functioning, are substantial. Energy therapy merits consideration as a treatment for PTSD and co-morbid conditions in veterans and other at-risk populations."If you need any more details, as I'm familiar with this field, please post again or send me a message.Wishing you both well.Niko	post_8514094
post_8465702	Oct 29, 2012	1530171	4187621	Aakash71	Hi Aaakash and welcome to the forum.Anomic aphasia seems to have a very strong neuronal inflammation origin,as the majority aphasia types respond to TNF (tumour necrosis factor-a group of inflammatory chemicals) inhibitors. I have a suggested holistic approach to this.As far as your geospatial orientation disability, I have to continue another time.Hang in there and I'll reply soon again.Cheers! gtg!Niko	post_8439631
post_8471758	Oct 30, 2012	1530171	4187621	Aakash71	The geospatial orientation disability, may have to do with the function of the Hippocampus in relation to space. Theta wave activity (4-7 Hz) at the CA1 -just do a search    for Cornu Ammonis area 1 to see an image- , seems to be of interest as theta oscillations have been correlated to spatial navigation.Any significant lesion in the EC (entorhinal cortex) -->CA1    pathway, may be the direct cause of impairment, affecting spacial cognition, among other fuctions. An MRI would indicate such a finding.Long term stress is another factor, contributing to Hippocampus deterioration, being one of the most vulnerable parts of the brain.I can't comment with much specificity, since there's very little detail to go by, however, if you wish to offer more information, perhaps I can come up with some more accurate analysis.What happened before the onset of your symptoms, MRI results, other tests, medications, lifestyle, work and work environment, exercise and fitness, food habits, emotions, traumatic past events, etc.Take care.Niko	post_8439631
post_8490850	Nov 05, 2012	4187621	1530171	Nikodicreta	Thanks NikoThis in itself is awful information. I just cannot say that these symptoms had any past history of events. I believe I always had them. The only distinguishing history is that as per narrations, when I was born I was blue for a while and did not breathe, suggested reasoning was strangulation of neck by umblical cord...and the only post birth effect I till date have is serious level of bilateral sensori-neuronal hearing loss in both ears....don't know if these could be related to each other and to my two symptoms stated in this community post (inability to recall names/words and inability to orientate in a city without maps)...do you have any idea ?Aakash	post_8439631
post_8493659	Nov 06, 2012	1530171	4187621	Aakash71	Aakash, of course this new information you posted, has a lot to do withyour condition.First, while neck strangulation by umbilical cord, is a misleading expression, since the breathing is done through the umbilical cord itself, the proper expression in regards to any sustained oxygen and blood deprivation, would be " severe umbilical cord compression" to my opinion.And this in itself could be the cause of some neuronal damage, possiblyresulting in some post birth cognitive impairment.I mentioned in my previous post, that spatial navigation is linked to thetabrain wave oscillations.Therefore any serious deficit connected to this process, such as    Bilateral Sensorineural Hearing loss,    could be a factor in your Geospatial orientation disability.This type of hearing loss in your case, I suspect, is because of abnormalities in the main processing centre of the brain.Unfortunately, there are no clear answers to shed more light, however, if I were you I would take a serious look into brain plasticity.I have read "The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science" by Norman Doidge.I recommend it, as a starting resource, for some valuable insight, that may    help make some difference in your life.Take care.Niko	post_8439631
post_8495009	Nov 07, 2012	4187621	1530171	Nikodicreta	Dear NikoMany thanks for your responses. I have over the years never bothered so much to understand all this and never tried to put these pieces together. I would take your suggestion and see what I get to...thanks once again...Aakash	post_8439631
post_8474612	Oct 31, 2012	1530171	4250741	cindytlegirl	Hey Cindy.Welcome to the forum.It's unfortunate that health care personell    and doctors ignore the suffering and serious health issues, dismissing patients on the basis that the tests they conduct are not showing anything.You may benefit from a SPECT scan, which will show blood flow in the brain, as sometimes the damage from various sources can be indicated by this brain imaging process, where an MRI may not show anyhting significant.Adult Cerebral Hypoxia- cerebral hypoxia occurs when brain is deprived ofoxygen for    several minutes, will not show on MRIs and SPECT scans and should be investigated properly to my opinion.Hope this helps.Wishing you well.Niko	post_8473926
post_8465082	Oct 29, 2012	1530171	1459923	GaMan	Hey GaMan.This strictly my opinion. You have been wasting your time and moneyon tests and treatments that haven't worked and probably will not work, nor give any useful answers.And building an immunity with allergy shots, it's like a vaccine that you're injected with for a very large number of various strains of flu. Not happening.First this has not been invented yet, and second, your body wouldn't be able to handle it.Let's face it. When we go to the health care system for help, we are not patients, we are customers. It's a mainly profit industry, true health deliveryis a very distant secondary activity by chance. If it wasn't for our Inner ability to heal and our Intelligent immune system to keep everything in check, the medical system would be bankrupt, as drugs never cure anything.My suggestion is to do the Dr. Coca's Pulse test- full version - it's a free download. It deals with a fifth group of allergies that modern medicine does not explore at all!My other suggestion is to find yourself a NAET (Dr Nambudripad's Allergy Elimination Techniques) or "Allergy Antidotes" Doctor or Practitioner.The pressure and headaches are probably related to your intolerance or Allergies in regards to something ingested probably hidden or delayed allergies that are non- IgE reactive.Migraine headaches are often caused or triggered by delayed food allergies or sensitivities. A few years ago a study showed that 85% of migraine sufferers experienced migraine relief after eliminating specific foods.Please post again with your comments or questions.Wish you well.Niko	post_8451808
post_8425818	Oct 16, 2012	None	None	I want a answer now.	Let me tell you this. It won't be easy to give you a straight answer because. . So Here Is my best Guess.     Are you taking any type of medicines? www.memorylossonline.com/summer2001/depression www.targetwoman.com/articles/short-term-memory-loss.htmlwww.memory-loss.com/.../depression-and-memory-lossI hope some of these websites help.    But could you be stress/depressed?	post_8425444
post_8432446	Oct 18, 2012	1530171	4157590	iwantanswersnow	Hi and welcome to the forum.You are so young and it seems unfair to be going through this,at this time of your life.And considering what you've suffered so much emotionally with your dysfunctional relationship in recent years, I can't help but feel some of your pain.Definitely there's a connection to your memory issues and your emotionaltrauma suffered during this abusive relationship.It may not qualify for the "clinical" dx of PTSD, but it may well be a close variant.You need to get this evaluated professionally, before any recommendations can be made.My suspicion is that you need expert therapy, in order to deal with all of the"stuff" that is still deep inside you, before any significant improvement in your mental and emotional status can be experienced.Please take time to read my replies in this community, as you may find some useful suggestions there.And post again to give us an update or to ask questions.Take care.Niko	post_8425444
post_8434957	Oct 19, 2012	4157590	1223520	oneredtruck2	I am not taking any medication, I was on Birth Control but I went off of it because it was making me sick.	post_8425444
post_8434969	Oct 19, 2012	4157590	1530171	Nikodicreta	I went to counseling and it did not do anything for me.	post_8425444
post_8436465	Oct 19, 2012	1530171	4157590	iwantanswersnow	Hi again.While I don't doubt that often counselling and talk therapy or CBTdo not produce the desired results, there are other newer energy based therapies where patients enjoy near- immediate readily observableresults for various unresolved issues even after many years of traditional psychotherapy.To find Energy Psychology Therapists in your area, visit the Association for Comprehensive Energy Psychology.(I am an Advanced EFT Practitioner and a Board Certified Hypnotherapist)SPECT Brain Imaging may help identify memory, depression and otherrelated issues.    It will help check the health status of your brain.Just do a search for this.Hope this helps.Niko	post_8425444
post_8458877	Oct 26, 2012	4157590	1530171	Nikodicreta	I have wanted to get a spect test, but the counselor I went to said I would have to be referred to someone	post_8425444
post_8459264	Oct 26, 2012	1530171	4157590	iwantanswersnow	It probably has to do with insurance and payment.If you are paying, trust me, they will accept you w/o any referral.For a better understanding, visit Dr. Amen's website, very well designed,that gives a ton of info on anything you want to know regarding spect imaging,brain oriented treatments for wide range of issues, from attentional problems, anxiety issues, mood problems, autism, obsessive compulsive disorder, addictions, obesity, memory, learning and behavioral problems.Note: This is not a recommendation. I have no dealings and no personal experience with Dr. Amen's Clinics. My suggestion is given with the intention of you getting more info and details in this area of brain health.Cheers!NikoPS.It seems that you are striking out with your counsellors, so far!	post_8425444
post_8423841	Oct 16, 2012	4154162	4153723	eck2012	Hi ECK,I had very similar symptoms to yours. I had a very difficult time remembering things; my thought process was scattered, to say the least. Often times I felt cold, and slow. I was only comfortable bundled up in a blanket while sitting by my heater vent. My appetite was almost non-existent and I had an uncontrollable urge to chew on rubber, plastic and dried nail polish. I began developing white spots on my gums and tongue and I began to bruise easily. I was extremely tired all the time. Even gathering the strength to walk to the restroom was difficult for me to do. I slept very well at night, and I'd sleep most of the day, but I was always so tired. It wasn't until I doubled over in excruciating abdominal pain one night & practically passed out, that my husband rushed me to the local ER. There it was determined that my hemoglobin was 5.8 and my ferritin levels were less than 1. I was admitted to the hospital and given four units of blood, thus increasing my hemoglobin to 8.0. My ferritin levels increased after a series of Veinofer infusions over a number of weeks. Evidentally, I had lost a lot of blood from bleeding ulcers in my small intestine (I have Crohn's Disease). Interestingly enough, I always felt like Wonder Woman after each blood transfusion and iron infusion. My life followed that patteren for about six years, until earlier this year. That's when I had the affected segment of my small intestine removed. I now have an ileostomy and my quality of life is much better. Maybe you can ask your doctor about possible anemia? Have you had your hemoglobin checked, or your ferritin levels? I hope I've been some help to you. Good Luck!	post_8423677
post_8424530	Oct 16, 2012	4153723	4154162	Gerti12	Thanks for the support Gerti.I've already had my hemoglobin checked and it was found to be normal. Also, my doctor checked my eyes and told me that I don't have signs of anemia.I'll have my ferritin levels checked as well and will let you know about the results.Thx for helping out.	post_8423677
post_8426773	Oct 16, 2012	4154162	4153723	eck2012	No problem at all. Yes, please keep me posted.Be well! =)	post_8423677
